2059,Y,2858590
2057,X,3970227
2056,E,1597440
2053,F,1144384
2051,E,6301357
2043,Y,2635038
2043,Q,8078732
2041,L,4713297
2035,S,2538530
2033,F,6564794
2032,E,5677016
2030,D,2454482
2025,L,8503758
2022,T,7414783
2019,F,1825454
2010,S,5605523
2008,J,1718445
2006,M,2779283
2004,R,2268124
2002,L,7939027
2001,V,9891131
2001,N,7532365
2001,P,4525267
2000,X,9056911
2000,L,3588837
2000,V,6283016
1958,Q,3767807
1957,Z,4551376
1957,A,5826474
1957,K,5646514
1956,T,7343446
1956,C,1015117
1956,P,6034721
1955,T,8656850
1954,N,2290567
1953,X,5154955
1953,O,4962009
1952,X,9188071
1951,W,6229848
1951,E,4139371
1949,E,4761369
1945,H,4895748
1945,Y,4682641
1944,S,3446653
1942,L,4081956
1942,Y,1878272
1941,F,2172595
1941,X,9191212
1939,B,5890134
1939,H,4168178
1937,Z,7048916
1936,G,2285324
1936,M,1330489
1935,H,1722248
1934,I,6253518
1934,X,3451242
1934,J,5766116
1933,V,1038916
1932,P,6749132
1930,N,4505762
1929,D,2837767
1929,S,2260063
1928,R,1314607
1928,V,3956577
1927,U,1994177
1927,T,9399973
1926,X,7975385
1926,N,2522814
1925,S,9014905
1925,J,3662727
1923,O,1297717
1921,Y,8321642
1918,F,7105950
1918,N,7110970
1917,K,7010148
1916,I,9307398
1916,W,8963923
1915,Z,7721504
1914,S,4944412
1913,R,5137258
1913,B,3653591
1912,C,5109496
1911,R,1788129
1911,X,2084357
1909,P,9545505
1909,D,1744653
1909,D,3561351
1909,H,9707155
1908,T,5393317
1908,A,1624673
1907,V,1489453
1905,Y,3825738
1904,N,6895237
1902,J,9501247
1900,V,3524912
1859,J,2709063
1858,Q,8227647
1855,J,1112435
1854,G,1332388
1854,Z,5818237
1853,O,1711967
1853,T,5576067
1852,D,5042802
1847,F,9177150
1847,D,4683270
1847,O,8932117
1845,H,3782640
1845,I,5287768
1845,C,3760663
1845,W,5569913
1844,J,5780917
1844,F,2196274
1844,E,8094266
1843,P,3064636
1842,U,3209754
1841,C,2668533
1840,F,8577160
1840,E,2582374
1839,F,9247642
1839,Y,5709560
1838,Q,8494942
1837,R,1925621
1835,I,6962347
1833,B,4596677
1832,D,1273896
1831,G,8249751
1831,E,8602237
1830,F,2041543
1830,Y,5092274
1829,R,7926936
1826,H,5365378
1825,G,3902184
1823,T,7306820
1822,J,2976941
1822,W,8814794
1822,P,9635316
1820,L,6598431
1820,W,6244125
1820,V,5542884
1819,H,6033057
1819,J,5919194
1818,A,7349341
1817,C,2860750
1815,Y,3573981
1814,W,7124691
1811,K,3792056
1811,D,5836174
1811,N,6579293
1809,U,2464734
1807,U,5270056
1805,W,7023819
1805,K,4501706
1805,K,8275300
1805,G,9659270
1804,I,4357439
1803,A,7077252
1803,I,9113315
1803,K,1047389
1802,O,4943400
1801,Q,2025637
1801,S,2544509
1759,I,7545263
1759,V,5487095
1757,E,4826909
1755,Z,5240280
1754,U,9080157
1754,K,6759833
1752,E,1068161
1752,T,3466575
1752,T,9348996
1750,B,6359320
1750,F,1297037
1749,F,2098437
1749,U,8727105
1749,W,3890435
1748,S,3023165
1747,A,3112261
1747,B,4050549
1745,Y,7518418
1745,F,9890837
1744,M,6928041
1743,F,7295908
1743,T,1456365
1742,D,8934102
1741,T,5040101
1740,S,2380782
1740,S,6232295
1740,S,2186030
1739,O,2378121
1738,H,6180182
1736,J,6419025
1734,Q,2572252
1734,V,5342998
1734,P,6131356
1733,V,6376171
1732,B,4995190
1731,N,2993008
1731,X,1046808
1730,W,9027150
1730,V,6574026
1726,R,1507416
1726,Z,4129332
1725,K,6547291
1725,M,3875420
1723,L,5724524
1721,T,3071917
1720,Q,9306356
1719,P,1326996
1719,U,8500598
1715,X,9728421
1715,P,7491816
1715,H,9543056
1713,R,5180141
1713,Y,6229949
1713,F,1157062
1713,H,3577260
1712,D,7896760
1712,P,1693019
1711,Z,4982317
1711,D,8210045
1710,A,8392275
1709,W,5704982
1708,Y,9363265
1707,C,5485852
1707,X,2483897
1706,U,5242051
1705,I,9721540
1705,D,3187419
1704,Z,4010601
1702,T,9523241
1700,Q,5372770
1700,Y,3684754
1700,X,5271761
1700,Y,1515606
1659,T,8323005
1659,Q,1608748
1658,K,7165906
1658,C,9691881
1656,V,4116107
1656,N,7410386
1655,O,1409444
1652,W,4921097
1651,Z,2877485
1650,E,3016931
1648,C,7321945
1648,L,2279695
1647,A,5595184
1647,X,7471207
1647,H,9407969
1646,A,4081131
1645,B,4437350
1642,B,7558286
1641,V,7391876
1639,N,7897504
1639,B,4221224
1638,X,6749880
1637,R,3335419
1636,N,1774790
1636,M,7990606
1635,H,5803599
1633,R,3423333
1633,A,1106788
1632,H,4716483
1631,F,3882588
1631,C,4612569
1631,E,6903142
1631,S,3747799
1630,U,9400551
1630,D,1518182
1628,Y,3048951
1625,I,5554019
1623,L,8653139
1623,O,7035209
1622,Y,7502961
1622,B,4589391
1621,X,9530142
1621,W,2399054
