702,Q,8749203
759,A,4935618
1247,L,9834625
1015,K,5749038
930,H,3647021
1911,X,2084357
1503,E,5710928
1029,D,6295430
1814,W,7124691
642,T,3241879
1123,Z,4305872
807,Y,7592314
1425,B,2043185
722,F,6982450
1551,C,7358016
1134,M,9872063
1736,J,6419025
1617,V,8193401
1211,P,3782059
1339,U,5938740
748,S,2340975
958,R,5643209
1705,I,9721540
1046,N,6483201
1520,L,7021548
1831,G,8249751
1100,D,2741956
1306,C,7802431
912,A,6093218
627,O,1842057
1442,E,4321598
730,K,9043165
1939,B,5890134
1622,Y,7502961
1234,T,6290487
1845,H,3782640
1159,N,9031782
1200,Z,8025431
906,G,5049378
1515,X,3180247
711,J,9248167
1549,S,2738514
928,I,7105396
1744,M,6928041
812,F,4302871
1226,V,1340297
1257,L,8294735
1436,R,9841326
603,W,6205497
1002,O,1497623
634,Q,4579820
1648,C,7321945
1932,P,6749132
1559,E,8903471
1811,K,3792056
1219,B,5921840
1322,D,2039184
1904,N,6895237
836,M,7891205
650,Y,4521980
733,J,5948301
1749,F,2098437
1421,I,9840623
1709,W,5704982
1610,X,4738201
1937,Z,7048916
1349,A,2840193
1527,H,9420573
1842,U,3209754
1820,L,6598431
720,G,1892043
941,S,1938427
1505,P,5739814
1013,T,3582901
639,E,9802453
925,K,8324902
832,R,2309847
1355,O,2048916
1330,Q,8549102
1459,N,9027341
1619,F,5918302
1231,M,2387401
1742,D,8934102
708,V,5410938
937,A,1792048
1448,X,9823401
1628,Y,3048951
1902,J,9501247
1110,B,4903285
1404,C,7894231
803,L,1582309
1109,I,6029384
1252,T,8309452
1805,W,7023819
1711,Z,4982317
1825,G,3902184
844,O,7509214
950,Q,6985240
1431,R,3194203
1310,S,8025941
1238,C,4189539
1234,X,7058205
1958,Q,3767807
1315,B,8664015
1157,I,7518689
601,Q,2156718
1820,W,6244125
1329,Y,4957043
1823,T,7306820
658,J,9162318
1058,P,7982016
1254,E,7883515
943,U,9264832
2057,X,3970227
2002,L,7939027
1429,B,3061873
1033,G,4170081
1704,Z,4010601
1550,K,6790390
1157,G,5302054
1058,D,2051401
1541,K,2391441
2000,X,9056911
1018,O,9253959
2053,F,1144384
2000,L,3588837
707,T,4913057
1545,T,6794741
2043,Y,2635038
1048,P,7534829
1833,B,4596677
2019,F,1825454
1404,F,3336367
958,Q,5582398
745,J,7784968
1358,Z,3872127
1911,R,1788129
859,B,1383983
1421,N,8924557
847,F,7552038
655,G,1887167
1713,R,5180141
1440,U,5431134
1930,N,4505762
1706,U,5242051
1531,P,3162034
1350,M,4620571
1229,Y,3044754
653,O,6470831
2010,S,5605523
850,U,5457570
1133,M,7100276
1603,G,3420476
1249,H,8852214
1404,Z,8667394
652,V,2698903
916,E,6893714
1224,S,4156470
656,V,1854081
1639,N,7897504
1053,U,2426763
1248,P,9085180
1936,G,2285324
1323,H,7167682
1719,P,1326996
949,V,6951059
1815,Y,3573981
1515,Y,9303803
1521,C,9253608
600,S,6397631
1524,F,1739768
1610,F,1282776
1803,A,7077252
640,R,2113094
1156,O,2729728
946,T,7990193
1033,D,7873264
1820,V,5542884
833,T,7109127
857,Z,5544116
830,Z,4640135
1024,A,3551778
851,D,5902159
1215,B,8154271
2041,L,4713297
747,P,1509085
948,S,6681774
1322,D,6534446
1939,H,4168178
1636,N,1774790
859,T,9974588
1130,F,1892297
843,W,3422765
1926,X,7975385
821,N,9525403
2059,Y,2858590
1102,M,9785684
1918,F,7105950
2022,T,7414783
1952,X,9188071
859,S,7936266
1153,M,7312428
1818,A,7349341
1941,F,2172595
1713,Y,6229949
1730,W,9027150
1300,V,4820541
1516,F,9310934
1606,S,1667885
1357,P,5827961
935,W,8552136
623,E,3737222
1700,Q,5372770
1632,H,4716483
1726,R,1507416
1506,M,4587031
1210,U,7788144
855,Z,8399190
1747,A,3112261
1918,N,7110970
1909,P,9545505
1510,F,9636088
1648,L,2279695
1202,K,4180673
1809,U,2464734
1439,S,3991512
1129,M,3507339
733,X,9534507
1333,C,2833514
925,Z,5540033
810,T,1526279
735,U,8371765
1822,J,2976941
1749,U,8727105
1247,I,6853246
1609,C,1540359
1131,A,6033716
1445,Y,3546503
628,Q,1451255
1234,T,3744579
1616,Y,9018002
613,J,6358005
1031,T,4696682
920,K,8243660
919,X,2302699
1811,D,5836174
1231,K,2297634
1053,H,6934342
2001,V,9891131
1246,V,5759135
1228,A,8855974
620,K,7515170
2035,S,2538530
1921,Y,8321642
1738,H,6180182
1254,W,3535073
1637,R,3335419
847,A,9754638
1154,M,7674009
645,R,9698155
2051,E,6301357
1641,V,7391876
1700,Y,3684754
1018,E,1234101
930,R,5688130
1702,T,9523241
1633,R,3423333
659,G,9528655
2004,R,2268124
1945,H,4895748
912,U,9998127
633,P,4533619
810,H,6659102
1457,W,8833513
1941,X,9191212
1101,N,4540161
1445,X,3971522
1106,W,1579762
1049,H,1667075
911,B,1952878
1956,T,7343446
1537,N,7741996
1953,X,5154955
1123,Q,8144433
1348,A,7679408
1647,A,5595184
1803,I,9113315
643,G,2022826
1514,F,1582467
2006,M,2779283
1125,V,4642983
843,R,2750862
623,J,1147478
1056,R,3561121
1400,Y,1418630
631,L,9423270
1725,K,6547291
1741,T,5040101
1711,D,8210045
1951,W,6229848
2001,N,7532365
1409,U,8214929
1012,M,6596098
1053,Y,6086022
1522,D,5664707
1944,S,3446653
1235,H,3131248
1731,N,2993008
1638,X,6749880
1639,B,4221224
1928,R,1314607
2043,Q,8078732
1748,S,3023165
1129,E,7698517
1845,I,5287768
1757,E,4826909
1536,Y,5741992
929,C,2293318
1942,Y,1878272
1209,N,6926035
1631,F,3882588
738,Z,6684482
1631,C,4612569
1047,B,9611774
1927,U,1994177
1328,E,1664126
1425,M,3494077
638,X,7193626
1031,K,6255347
608,A,3505610
1330,B,1038332
1826,H,5365378
2056,E,1597440
1713,F,1157062
927,J,5295995
1708,Y,9363265
708,Q,6596047
1320,Y,3249276
2008,J,1718445
912,V,1999357
1451,Y,3511437
1659,T,8323005
1926,N,2522814
1149,U,2896261
1320,J,3257364
1700,X,5271761
1443,F,7858795
1322,K,1736390
1128,B,1822136
936,N,3575199
1039,C,6576788
2033,F,6564794
659,Q,8581732
1021,E,1653654
825,A,9498532
1458,D,3474188
1258,Y,5823254
1530,T,4844829
1934,I,6253518
1715,X,9728421
1933,V,1038916
1329,W,6573817
1612,A,3919585
845,U,9210660
934,R,8042408
1840,F,8577160
1942,L,4081956
1642,B,7558286
1913,R,5137258
1647,X,7471207
838,W,8774782
1035,R,6387448
746,C,2656055
731,G,4304860
1034,K,1195073
1034,Z,7174705
1510,H,9024922
829,D,9820279
1020,Z,9494868
1409,L,5317200
1047,R,3363002
805,O,4393061
1153,O,8625784
1707,C,5485852
1052,B,1627775
1019,E,9011487
1732,B,4995190
928,A,5284039
2030,D,2454482
1957,Z,4551376
1835,I,6962347
1346,B,9925777
1805,K,4501706
1723,L,5724524
714,Q,9568228
1934,X,3451242
907,W,8254201
1129,D,5439451
1203,B,8933322
1127,K,5119550
1804,I,4357439
1908,T,5393317
1544,Z,9106729
1712,D,7896760
1247,C,3203388
1301,V,6832915
1524,H,9464786
827,Y,4375712
1513,L,5024916
1224,I,2279696
1633,A,1106788
1749,W,3890435
1243,F,6634313
1300,C,8321656
1318,N,8786068
1912,C,5109496
1225,F,8517699
1502,D,4366083
925,N,8018969
1152,G,1163220
1406,T,2289339
1837,R,1925621
1830,F,2041543
738,L,3252628
2025,L,8503758
828,L,7123698
1452,W,6058630
1407,U,1403553
1822,W,8814794
1927,T,9399973
1819,H,6033057
732,W,1849357
1002,G,7673288
1700,Y,1515606
1321,C,5870938
916,S,1981792
854,M,7731422
1525,P,7436399
1353,J,9160213
1003,X,8207422
1847,D,4683270
1117,N,6138647
1743,F,7295908
1731,X,1046808
1331,J,9233924
818,P,5413489
1803,K,1047389
1447,K,2890903
2032,E,5677016
1025,P,9805685
747,X,5804264
1110,N,7114730
1319,Y,9670781
802,O,7180256
1805,K,8275300
1127,B,8570000
828,O,2410839
1733,V,6376171
1545,B,1580047
1036,N,3460434
610,R,7110522
1311,Q,8517552
1608,C,2926266
1107,W,5526121
621,U,4001751
653,Q,6411602
1354,S,7514373
1553,N,7734419
656,Y,8717642
945,C,3554968
1845,C,3760663
1324,D,6000720
703,I,7517537
833,T,7230434
2001,P,4525267
1745,Y,7518418
1123,N,1960524
901,I,3193555
1055,E,5818521
1400,T,7746777
717,X,8355511
1214,E,5639366
1454,G,6979881
1426,H,7309764
715,F,3135772
924,R,5946414
1516,R,2548168
1905,Y,3825738
1151,A,1193483
659,W,3694911
1134,Y,7222527
1954,N,2290567
708,F,5561103
901,C,7822393
1802,O,4943400
1319,D,7047777
1949,E,4761369
1853,O,1711967
1348,I,2173414
1754,U,9080157
700,X,9075753
741,F,4279233
1123,Q,9008404
1259,S,5376216
1347,A,9458114
812,N,9968636
1344,L,8963632
1617,N,5918664
1355,G,2556961
1257,P,5720547
1029,T,1683896
807,C,7211255
1925,S,9014905
1452,C,9757962
1923,O,1297717
750,C,5775069
644,I,8311845
1003,Y,2034187
956,J,1567818
1852,D,5042802
1308,I,3070141
954,J,8717342
1839,F,9247642
1656,V,4116107
1146,U,1534695
753,R,5838215
1352,V,1560796
1405,E,4588363
1318,P,4348747
1500,D,7177499
1150,G,4078990
1040,E,8919742
1044,C,7552967
1144,O,4542945
1721,T,3071917
1916,I,9307398
854,P,4011465
1314,L,4744694
1652,W,4921097
1408,I,6624928
1126,G,2167203
1534,Y,5611917
1553,E,5385112
900,T,7509224
1720,Q,9306356
1142,E,5931294
1418,D,1957376
1509,X,4846576
828,D,6329719
1059,P,9352472
1928,V,3956577
